@relation 'APFNBTraining-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16'

@attribute E30 numeric
@attribute E60 numeric
@attribute E90 numeric
@attribute E+90 numeric
@attribute MoraMaxima numeric
@attribute ESTRATO {1,2,3,4,5,6}
@attribute DeudaCorrienteNoVencida numeric
@attribute DeudaCorrienteVencida numeric
@attribute SaldoDiferido numeric
@attribute CantHistoriaRefi numeric
@attribute CantRefiUltimoAño numeric
@attribute Vetado {0,1}
@attribute Refinanciado {0,1}
@attribute NumeroSuspensiones numeric
@attribute NumeroReconexiones numeric
@attribute 90 {0,1}

@data
1,0,0,0,25,1,136129,135986,2151011,0,0,0,0,0,0,0
3,0,0,0,10,2,0,50031,233455,0,0,0,0,0,0,0
7,2,0,0,35,1,0,138281,1090418,0,0,0,0,0,0,0
1,0,0,0,4,1,0,98305,2214071,0,0,0,0,0,0,0
1,0,0,0,25,3,132994,133707,3093123,0,0,0,0,0,0,0
3,0,0,0,11,2,0,89057,2748248,0,0,0,0,0,0,0
1,0,0,0,8,1,0,123378,2910695,0,0,0,0,0,0,0
4,0,0,0,8,1,0,31159,492797,0,0,0,0,0,0,0
2,0,0,0,20,1,116965,117023,2194606,0,0,0,0,0,0,0
9,2,0,0,47,1,12319,12305,401808,3,1,0,1,0,0,0
5,0,0,0,18,2,0,36473,1134340,0,0,0,0,0,0,0
1,0,0,0,3,2,0,177385,3112426,0,0,0,0,0,0,0
9,1,0,0,44,2,0,143550,2501853,0,0,0,0,0,0,0
2,0,0,0,15,2,0,61066,2193520,0,0,0,0,0,0,0
8,0,0,0,13,2,0,54284,456949,0,0,0,0,0,0,0
3,0,0,0,11,2,0,21445,565223,0,0,0,0,0,0,0
9,0,0,0,26,1,91181,90912,646787,0,0,0,0,0,0,0
9,0,0,0,13,2,0,206992,2046542,0,0,0,0,0,0,0
1,0,0,0,17,1,0,82810,2527922,0,0,0,0,0,0,0
11,1,0,0,41,1,0,292988,5580248,0,0,0,0,0,0,0
4,3,2,2,129,1,0,13865,156644,1,1,0,1,0,0,0
9,0,0,1,102,1,0,72602,1425951,1,1,0,1,0,0,0
7,0,0,0,14,3,0,10913,31279,0,0,0,0,0,0,0
7,2,2,1,121,1,107966,107289,777311,1,1,0,1,0,0,0
7,0,0,0,21,3,184099,183980,1290973,0,0,0,0,0,0,0
2,1,0,0,50,1,60908,61417,956557,0,0,0,0,0,0,0
13,0,0,0,18,1,0,39439,1163197,1,0,0,1,0,0,0
1,0,0,0,20,1,146120,10000,1880853,0,0,0,0,0,0,0
5,1,1,0,84,1,64225,64672,1859800,0,0,0,0,0,0,0
4,0,0,0,22,1,68966,69022,1286680,0,0,0,0,0,0,0
13,0,0,0,18,2,0,91184,998173,0,0,0,0,0,0,0
3,0,0,0,15,1,0,71420,1262248,0,0,0,0,0,0,0
4,0,0,0,20,3,79685,79558,831790,0,0,0,0,0,0,0
4,0,0,0,23,2,106053,106052,2404267,0,0,0,0,0,0,0
5,0,0,0,16,3,0,82594,242516,0,0,0,0,0,0,0
7,1,1,0,70,1,0,40075,843245,2,1,0,1,0,0,0
6,0,0,0,5,1,0,89837,1182413,0,0,0,0,0,0,0
12,0,0,0,9,1,0,85564,613945,0,0,0,0,0,0,0
5,0,0,0,15,2,0,122727,2303970,0,0,0,0,0,0,0
11,2,0,0,39,1,0,72339,69292,0,0,0,0,0,0,0
7,0,0,0,9,2,0,172359,951280,0,0,0,0,0,0,0
2,0,0,0,25,1,93330,92788,2667671,0,0,0,0,0,0,0
8,3,0,0,37,2,0,5293,0,0,0,0,0,0,0,0
9,0,0,0,25,2,356944,357095,5067680,0,0,0,0,0,0,0
6,2,0,0,31,2,119265,119040,1600078,0,0,0,0,0,0,0
5,7,0,0,34,1,0,38504,142964,0,0,0,0,0,0,0
10,3,0,0,31,4,64852,64663,707364,0,0,0,0,0,0,0
7,0,0,0,28,2,123279,123272,347902,0,0,0,0,0,0,0
11,1,0,0,49,2,0,77974,1491523,0,0,0,0,0,0,0
3,1,0,0,40,2,0,76712,2071751,0,0,0,0,0,0,0
1,0,0,0,20,1,115904,116798,3421422,0,0,0,0,0,0,0
7,2,0,0,40,2,0,167914,0,0,0,0,0,0,0,0
7,0,0,0,13,3,0,32810,31779,0,0,0,0,0,0,0
5,2,0,0,40,2,0,125456,2162004,0,0,0,0,0,0,0
7,0,0,0,10,1,0,238549,1858409,0,0,0,0,0,0,0
10,0,0,0,29,3,138868,138659,2034411,0,0,0,0,0,0,0
3,0,0,0,30,2,33939,33806,64113,0,0,0,0,0,0,0
9,0,0,0,19,2,115985,115884,2415266,0,0,0,0,0,0,0
12,1,0,0,44,2,0,117236,2664315,0,0,0,0,0,0,0
13,0,0,0,8,1,0,68796,1578842,0,0,0,0,0,0,0
7,0,0,0,18,1,0,375846,1363221,0,0,0,0,0,0,0
13,0,0,0,26,2,36288,36193,342785,0,0,0,0,0,0,0
3,0,0,0,11,2,0,137881,1418566,0,0,0,0,0,0,0
1,0,0,0,8,1,0,59059,1047041,0,0,0,0,0,0,0
5,6,1,1,94,1,0,69195,1482304,0,0,0,0,0,0,0
3,0,0,0,20,1,118964,119325,1862056,0,0,0,0,0,0,0
6,1,0,0,56,3,39799,39974,981120,2,0,0,0,0,0,0
10,0,0,0,13,1,0,54015,0,0,0,0,0,0,0,0
2,0,0,0,10,2,0,64128,1468624,0,0,0,0,0,0,0
13,0,0,0,14,2,0,105183,1711102,0,0,0,0,0,0,0
1,0,0,0,11,2,0,57231,163343,0,0,0,0,0,0,0
13,0,0,0,18,2,0,74045,407086,0,0,0,0,0,0,0
6,6,0,0,40,2,0,186426,2510647,0,0,0,0,0,0,0
5,0,0,0,25,1,91499,91713,1490141,0,0,0,0,0,0,0
1,0,0,0,8,1,0,146702,2692226,0,0,0,0,0,0,0
1,0,0,0,2,1,0,70261,967959,0,0,0,0,0,0,0
12,0,0,0,13,1,0,149428,1843980,0,0,0,0,0,0,0
5,1,1,0,85,2,24886,24835,182188,2,1,0,1,0,0,0
6,1,0,0,49,1,0,86487,2862704,1,1,0,1,0,0,0
5,4,0,0,46,2,0,38781,902704,1,0,0,1,0,0,0
12,0,0,0,14,3,0,120002,555815,0,0,0,0,0,0,0
4,2,0,0,56,1,51970,52841,735982,1,0,0,1,0,0,0
5,0,0,0,21,1,134813,135427,3533779,0,0,0,0,0,0,0
5,0,0,0,22,1,169243,168771,1867472,0,0,0,0,0,0,0
4,3,0,0,52,1,82149,82467,1899521,2,0,0,1,0,0,0
10,0,0,0,30,1,133695,134184,1234527,0,0,0,0,0,0,0
12,0,0,0,9,1,0,21865,560268,0,0,0,0,0,0,0
5,0,0,0,9,1,0,80551,1689933,0,0,0,0,0,0,0
7,0,0,0,12,1,0,49671,871751,0,0,0,0,0,0,0
6,0,0,0,11,2,0,66251,867101,0,0,0,0,0,0,0
1,0,0,0,17,3,255298,255115,4058900,0,0,0,0,0,0,0
9,1,0,0,55,1,19927,19638,73762,0,0,0,0,0,0,0
4,0,0,0,20,2,53286,52835,588348,0,0,0,0,0,0,0
7,3,0,0,39,1,0,31957,581606,1,0,0,1,0,0,0
9,0,0,0,4,1,0,159470,1166126,0,0,0,0,0,0,0
1,0,0,0,5,1,0,103344,2571638,0,0,0,0,0,0,0
6,0,0,0,14,3,0,104978,831732,0,0,0,0,0,0,0
4,0,0,0,12,1,0,368565,5104517,0,0,0,0,0,0,0
6,0,0,0,29,3,67244,67153,0,0,0,0,0,0,0,0
1,0,0,0,18,1,65070,64722,1489233,0,0,0,0,0,0,0
4,0,0,0,18,2,61196,61067,184535,0,0,0,0,0,0,0
4,0,0,0,20,1,154652,155178,2140194,0,0,0,0,0,0,0
2,0,0,0,29,3,97219,97397,1766306,0,0,0,0,0,0,0
10,0,0,0,27,3,162213,96937,3371352,0,0,0,0,0,0,0
2,0,0,0,9,1,0,123170,1539869,0,0,0,0,0,0,0
6,0,0,0,21,1,272907,273328,2679182,0,0,0,0,0,0,0
2,0,0,0,13,1,13367,13367,107533,0,0,0,0,0,0,0
8,4,0,0,37,1,0,60995,1028263,0,0,0,0,0,0,0
11,0,0,0,18,3,0,126439,353726,0,0,0,0,0,0,0
6,2,0,0,53,2,63808,64050,349695,0,0,0,0,0,0,0
2,0,0,0,9,2,0,144442,2449396,0,0,0,0,0,0,0
2,0,0,0,6,1,0,252608,4173312,0,0,0,0,0,0,0
2,0,0,0,16,2,254694,252463,2014523,0,0,0,0,0,0,0
12,0,0,0,22,2,31266,31216,0,0,0,0,0,0,0,0
6,0,0,0,27,2,176077,176118,2438668,0,0,0,0,0,0,0
12,0,0,0,20,2,0,109238,894306,0,0,0,0,0,0,0
3,0,0,0,8,1,0,138278,2752666,0,0,0,0,0,0,0
3,0,0,0,9,1,0,82782,2295222,0,0,0,0,0,0,0
10,0,0,0,20,2,115305,482453,411951,0,0,0,0,0,0,0
11,1,0,0,39,2,0,112342,2566912,0,0,0,0,0,0,0
9,1,0,0,37,1,0,123097,780858,0,0,0,0,0,0,0
5,0,0,0,8,1,0,289121,1156281,0,0,0,0,0,0,0
6,0,0,0,30,1,113250,113082,1931586,0,0,0,0,0,0,0
2,1,2,1,116,2,71208,71081,2627851,5,2,1,1,0,0,0
10,3,0,0,31,2,99085,99138,1737268,0,0,0,0,0,0,0
3,0,0,0,16,2,0,79939,1313729,0,0,0,0,0,0,0
9,2,0,0,40,3,0,118484,3550876,0,0,0,0,0,0,0
6,1,1,0,72,3,0,157529,2226165,0,0,0,0,0,0,0
3,0,0,0,17,2,0,137159,1613844,0,0,0,0,0,0,0
7,0,0,0,14,1,0,69173,66136,0,0,0,0,0,0,0
3,0,0,0,18,1,132721,132793,250724,0,0,0,0,0,0,0
9,0,0,0,10,1,0,75024,1730521,0,0,0,0,0,0,0
4,0,0,0,13,1,0,57746,660016,0,0,0,0,0,0,0
9,0,0,0,10,1,0,265095,1952397,0,0,0,0,0,0,0
5,1,1,4,201,2,23150,23078,881950,6,1,0,1,0,0,0
5,5,1,0,70,3,0,19892,210334,1,1,0,1,0,0,0
6,2,0,0,47,1,0,34220,710997,1,0,0,1,0,0,0
13,0,0,0,14,3,0,68664,990262,0,0,0,0,0,0,0
6,1,0,0,51,1,76837,76809,2535091,1,1,0,1,0,0,0
11,0,0,0,21,1,61727,61622,673935,0,0,0,0,0,0,0
12,0,0,0,22,1,330906,330841,5206316,0,0,0,0,0,0,0
7,1,0,0,53,2,43114,42849,840026,1,1,0,1,0,0,0
2,0,0,0,30,1,30870,30747,758291,0,0,0,0,0,0,0
9,0,0,0,26,3,142171,93631,2467586,0,0,0,0,0,0,0
2,0,0,0,5,1,0,113205,1456138,0,0,0,0,0,0,0
3,0,0,0,9,1,0,93708,1864966,0,0,0,0,0,0,0
7,0,0,0,13,2,0,96676,1135913,0,0,0,0,0,0,0
1,0,0,0,26,2,112122,111110,108282,0,0,0,0,0,0,0
6,0,0,0,29,3,62357,62446,1059352,0,0,0,0,0,0,0
9,0,0,0,22,1,138803,138120,1697287,0,0,0,0,0,0,0
6,3,2,1,100,2,0,51407,1079990,3,1,0,1,0,0,0
11,0,0,0,14,1,0,186689,1095128,0,0,0,0,0,0,0
3,0,0,0,8,1,0,54048,431838,0,0,0,0,0,0,0
7,1,0,0,38,1,0,125835,695320,0,0,0,0,0,0,0
3,0,0,0,19,1,53320,53298,51535,0,0,0,0,0,0,0
1,0,0,0,19,1,83240,83144,2848068,0,0,0,0,0,0,0
8,2,0,0,36,1,0,65609,771201,0,0,0,0,0,0,0
3,0,0,0,17,1,0,80113,883064,0,0,0,0,0,0,0
9,0,0,0,14,2,0,55153,1548457,0,0,0,0,0,0,0
13,0,0,0,18,3,83909,126957,785739,0,0,0,0,0,0,0
11,0,0,0,4,2,0,61418,962248,0,0,0,0,0,0,0
12,0,0,0,21,1,40122,40054,286539,0,0,0,0,0,0,0
3,0,0,0,4,1,0,100197,3186275,0,0,0,0,0,0,0
5,0,0,0,11,1,0,129151,448794,0,0,0,0,0,0,0
13,0,0,0,23,2,36983,38165,1099244,0,0,0,0,0,0,0
8,0,0,0,9,1,0,1715,0,0,0,0,0,0,0,0
7,1,0,0,48,2,0,12307,99174,0,0,0,0,0,0,0
5,0,0,0,9,2,0,41319,265854,0,0,0,0,0,0,0
10,0,0,0,12,1,0,82831,5826906,0,0,0,0,0,0,0
8,0,0,0,23,2,223377,306048,1975579,0,0,0,0,0,0,0
11,0,0,0,18,2,80180,79850,0,0,0,0,0,0,0,0
5,0,0,0,17,2,80021,80121,1630531,0,0,0,0,0,0,0
2,0,0,0,10,2,0,144248,2375609,0,0,0,0,0,0,0
11,2,0,0,37,1,0,52360,858818,0,0,0,0,0,0,0
5,0,0,0,10,2,0,98496,704979,0,0,0,0,0,0,0
1,0,0,0,25,2,101237,100722,1897252,0,0,0,0,0,0,0
13,0,0,0,13,2,0,131014,2270820,0,0,0,0,0,0,0
1,0,0,0,8,1,0,209045,4917183,0,0,0,0,0,0,0
7,6,0,0,37,1,0,116931,2466143,0,0,0,0,0,0,0
11,0,0,0,22,2,288390,273241,2884599,0,0,0,0,0,0,0
6,1,1,0,80,2,59042,58909,1681592,2,2,1,1,0,0,0
11,0,0,0,11,2,0,47663,176874,0,0,0,0,0,0,0
8,5,0,0,41,2,0,83160,1572753,0,0,0,0,0,0,0
3,0,0,0,13,2,0,114863,943321,0,0,0,0,0,0,0
3,0,0,0,10,2,0,116113,1276123,0,0,0,0,0,0,0
6,0,0,0,17,2,0,79565,697820,0,0,0,0,0,0,0
3,0,0,0,18,3,0,126051,1269325,0,0,0,0,0,0,0
11,0,0,0,22,2,40479,40013,76757,0,0,0,0,0,0,0
2,0,0,0,16,1,0,52119,1043478,0,0,0,0,0,0,0
2,0,0,0,10,1,0,102667,3242502,0,0,0,0,0,0,0
10,1,0,0,43,1,0,218334,1908664,0,0,0,0,0,0,0
11,0,0,0,27,2,48835,48616,1164229,3,0,0,1,0,0,0
12,0,0,0,11,2,0,78984,1060243,1,0,0,1,0,0,0
8,2,0,0,42,3,0,86309,1518023,0,0,0,0,0,0,0
6,1,1,0,79,1,22554,22612,200010,1,1,0,1,0,0,0
11,0,0,0,21,1,103105,102880,1377241,0,0,0,0,0,0,0
8,0,0,0,22,1,46454,46131,726856,0,0,0,0,0,0,0
8,1,1,1,121,1,0,38105,1244344,1,1,0,1,0,0,0
13,0,0,0,25,1,290518,253961,1918104,0,0,0,0,0,0,0
9,0,0,0,22,1,53320,52975,51241,0,0,0,0,0,0,0
2,4,1,0,68,1,0,183265,1312509,0,0,0,0,0,0,0
13,0,0,0,13,1,0,37604,908206,0,0,0,0,0,0,0
4,0,0,0,11,2,0,59105,856770,0,0,0,0,0,0,0
1,0,0,0,16,2,80273,81221,2550832,0,0,0,0,0,0,0
9,1,0,0,37,1,0,46776,874196,0,0,0,0,0,0,0
3,0,0,0,13,1,0,139320,1720714,0,0,0,0,0,0,0
4,2,2,2,125,1,0,53236,1925090,3,3,1,1,0,0,0
7,0,0,0,12,1,0,61234,849902,0,0,0,0,0,0,0
8,4,0,0,39,1,0,65346,1825412,0,0,0,0,0,0,0
11,1,0,0,37,1,0,106076,985323,0,0,0,0,0,0,0
2,0,0,0,9,2,0,324320,2238608,0,0,0,0,0,0,0
4,0,0,0,30,1,55784,55760,1193780,0,0,0,0,0,0,0
13,0,0,0,26,1,1774,61852,0,0,0,0,0,0,0,0
3,0,0,0,7,1,0,134446,2043851,0,0,0,0,0,0,0
11,0,0,0,14,2,0,245931,919839,0,0,0,0,0,0,0
13,0,0,0,24,1,58322,58381,598270,0,0,0,0,0,0,0
6,0,0,0,18,3,0,83173,1484672,0,0,0,0,0,0,0
13,0,0,0,24,1,150576,150796,1743148,0,0,0,0,0,0,0
10,0,0,0,6,4,0,115488,1339092,0,0,0,0,0,0,0
5,3,0,0,42,2,0,127611,1799156,0,0,0,0,0,0,0
2,0,0,0,13,2,0,41762,521916,0,0,0,0,0,0,0
12,0,0,0,14,2,0,54099,1306845,0,0,0,0,0,0,0
3,0,0,0,5,1,0,231452,3532708,0,0,0,0,0,0,0
3,0,0,0,18,3,0,162218,2568352,0,0,0,0,0,0,0
4,0,0,0,10,2,0,110075,2290700,0,0,0,0,0,0,0
12,0,0,0,11,1,0,75699,1422427,0,0,0,0,0,0,0
10,0,0,0,23,2,76799,76452,1252920,0,0,0,0,0,0,0
9,0,0,0,29,3,51556,51354,97094,0,0,0,0,0,0,0
1,0,0,0,18,2,88528,87673,537389,0,0,0,0,0,0,0
8,0,0,0,13,3,0,60069,577974,0,0,0,0,0,0,0
9,2,0,0,36,1,0,48695,388419,0,0,0,0,0,0,0
8,4,0,0,40,3,0,147548,3534447,0,0,0,0,0,0,0
9,0,0,0,26,1,19803,1485136,0,0,0,0,0,0,0,0
12,0,0,0,13,2,0,78416,1274073,0,0,0,0,0,0,0
11,0,0,0,8,2,0,74934,1619255,0,0,0,0,0,0,0
8,4,0,0,37,1,0,65719,620260,0,0,0,0,0,0,0
3,0,0,0,23,3,186474,186330,1919653,0,0,0,0,0,0,0
7,3,0,0,53,2,26171,25997,211578,2,1,0,1,0,0,0
13,0,0,0,23,2,151125,150787,1634340,0,0,0,0,0,0,0
13,0,0,0,19,2,0,60758,1546996,0,0,0,0,0,0,0
8,0,0,0,14,3,0,159625,868522,0,0,0,0,0,0,0
2,0,0,0,9,1,0,104694,1408015,0,0,0,0,0,0,0
6,5,0,0,45,2,0,52867,375010,0,0,0,0,0,0,0
13,0,0,0,26,4,103094,102724,747335,0,0,0,0,0,0,0
1,0,0,0,25,1,49683,49365,95184,0,0,0,0,0,0,0
8,4,0,0,43,1,0,125500,470285,0,0,0,0,0,0,0
9,0,0,0,9,1,0,73561,586126,0,0,0,0,0,0,0
7,4,0,0,39,1,0,28283,128996,0,0,0,0,0,0,0
5,3,1,0,84,1,43363,43069,1284438,3,0,0,1,0,0,0
6,0,0,0,8,1,0,14668,364693,1,0,0,1,0,0,0
9,2,0,0,41,3,0,49708,576649,0,0,0,0,0,0,0
8,1,2,0,80,1,148067,146689,2681016,1,1,0,1,0,0,0
8,1,0,0,49,3,87146,88109,104599,0,0,0,0,0,0,0
7,1,0,0,50,1,85602,85138,616019,0,0,0,0,0,0,0
4,3,3,0,80,1,33312,33082,502336,2,2,1,1,0,0,0
7,2,0,0,51,2,177877,177891,1254345,0,0,0,0,0,0,0
11,0,0,0,26,3,123567,123446,1351150,0,0,0,0,0,0,0
3,0,0,0,12,1,0,86846,480360,0,0,0,0,0,0,0
7,0,0,0,26,1,276638,275651,389107,0,0,0,0,0,0,0
9,0,0,0,13,2,0,90918,1449826,0,0,0,0,0,0,0
2,0,0,0,25,2,55476,55310,1540449,0,0,0,0,0,0,0
7,0,0,0,6,3,0,168519,2252235,0,0,0,0,0,0,0
3,3,3,1,105,1,20142,20144,182857,4,1,0,1,0,0,0
7,6,0,0,39,1,0,61399,383596,0,0,0,0,0,0,0
1,0,0,0,5,1,0,103566,2932657,0,0,0,0,0,0,0
8,1,0,0,38,1,0,93049,2492225,0,0,0,0,0,0,0
9,2,0,0,38,1,0,40474,0,0,0,0,0,0,0,0
1,0,0,0,9,1,0,154169,2114759,0,0,0,0,0,0,0
12,0,0,0,7,2,0,97494,1147275,0,0,0,0,0,0,0
7,0,0,0,9,1,0,54861,1659716,0,0,0,0,0,0,0
1,0,0,0,8,2,0,81146,2608964,0,0,0,0,0,0,0
7,0,0,0,9,1,0,112242,621072,0,0,0,0,0,0,0
3,0,0,0,21,1,260731,196161,2716374,0,0,0,0,0,0,0
3,0,0,0,26,1,17164,17121,482644,0,0,0,0,0,0,0
8,2,0,0,41,1,0,71321,202502,0,0,0,0,0,0,0
6,0,0,0,24,1,13496,13529,86395,0,0,0,0,0,0,0
2,0,0,0,21,2,81705,81321,1667503,0,0,0,0,0,0,0
1,0,0,0,19,3,141731,140922,2964304,0,0,0,0,0,0,0
8,0,0,0,30,1,118238,117398,2845872,0,0,0,0,0,0,0
7,5,0,0,41,2,0,103717,474233,0,0,0,0,0,0,0
13,0,0,0,11,1,0,196976,1180509,0,0,0,0,0,0,0
4,0,0,0,23,2,9375,9375,51968,0,0,0,0,0,0,0
2,0,0,0,30,2,231780,229438,221591,0,0,0,0,0,0,0
2,0,0,0,20,2,43122,42802,198313,0,0,0,0,0,0,0
12,1,0,0,38,3,0,140192,1441187,0,0,0,0,0,0,0
2,0,0,0,8,1,0,69235,1142970,0,0,0,0,0,0,0
2,0,0,0,22,1,55302,55317,1412017,0,0,0,0,0,0,0
13,0,0,0,13,2,0,25841,340391,0,0,0,0,0,0,0
5,0,0,0,8,1,0,24445,762891,0,0,0,0,0,0,0
7,0,0,0,17,1,0,308813,585624,0,0,0,0,0,0,0
8,0,0,0,20,1,75133,74934,765285,0,0,0,0,0,0,0
7,3,1,0,72,1,6681,6697,230500,2,1,0,1,0,0,0
9,4,0,0,49,3,0,131407,1427585,0,0,0,0,0,0,0
2,0,0,0,16,2,0,148618,3466233,0,0,0,0,0,0,0
4,0,0,0,14,2,0,86094,2708018,0,0,0,0,0,0,0
3,0,0,0,9,1,0,13369,96802,0,0,0,0,0,0,0
1,0,0,0,15,2,0,26579,517243,0,0,0,0,0,0,0
12,0,0,0,25,3,106023,105978,3026588,0,0,0,0,0,0,0
13,0,0,0,26,4,29932,29930,28630,0,0,0,0,0,0,0
5,0,0,0,13,1,0,21600,81638,0,0,0,0,0,0,0
12,0,0,0,6,2,0,110846,2028205,0,0,0,0,0,0,0
1,0,0,0,9,1,0,320173,5424844,0,0,0,0,0,0,0
7,1,1,0,70,2,0,76733,2442416,1,1,0,1,0,0,0
4,0,0,0,13,3,0,88110,1277950,0,0,0,0,0,0,0
9,3,0,0,57,3,68371,67683,1099692,1,0,0,1,0,0,0
1,0,0,0,18,1,96377,96304,1381732,0,0,0,0,0,0,0
13,0,0,0,22,1,44731,44710,487865,0,0,0,0,0,0,0
4,2,2,0,81,1,42981,43179,1380076,3,2,1,1,0,0,0
2,0,0,0,11,2,0,47269,1082927,0,0,0,0,0,0,0
3,0,0,0,5,2,0,56181,820087,0,0,0,0,0,0,0
8,0,0,0,21,1,120068,120081,2620979,0,0,0,0,0,0,0
3,0,0,0,18,1,198295,197272,1256075,0,0,0,0,0,0,0
8,0,0,0,6,3,0,70216,1092138,0,0,0,0,0,0,0
11,0,0,0,20,2,73459,73546,805289,0,0,0,0,0,0,0
12,0,0,0,26,1,70660,70606,1734152,0,0,0,0,0,0,0
2,0,0,0,17,1,0,26111,460179,0,0,0,0,0,0,0
9,2,0,0,48,2,0,79703,373790,2,1,0,1,0,0,0
8,0,0,0,13,1,0,81493,1747653,0,0,0,0,0,0,0
9,1,0,0,37,1,0,116113,741229,0,0,0,0,0,0,0
6,0,0,0,8,1,0,177723,2248776,0,0,0,0,0,0,0
11,1,0,0,58,3,195,331,0,0,0,0,0,0,0,0
10,0,0,0,4,1,0,72169,2089881,0,0,0,0,0,0,0
6,0,0,0,17,2,0,49593,472815,0,0,0,0,0,0,0
11,1,0,0,41,2,0,101536,1039678,0,0,0,0,0,0,0
9,2,0,0,39,1,0,31125,30265,0,0,0,0,0,0,0
10,0,0,0,20,3,0,159908,881019,0,0,0,0,0,0,0
1,0,0,0,8,1,0,99357,2468302,0,0,0,0,0,0,0
6,0,0,0,20,1,59263,59269,963937,0,0,0,0,0,0,0
2,0,0,0,29,3,111529,109929,210380,0,0,0,0,0,0,0
4,0,0,0,17,1,0,120489,1086919,0,0,0,0,0,0,0
11,0,0,0,14,2,0,120280,556558,0,0,0,0,0,0,0
1,0,0,0,13,1,0,66872,1940128,0,0,0,0,0,0,0
3,0,0,0,19,1,45798,45529,44269,0,0,0,0,0,0,0
13,0,0,0,8,1,0,64450,354872,0,0,0,0,0,0,0
11,0,0,0,11,2,0,52208,146891,0,0,0,0,0,0,0
3,0,0,0,10,1,0,100748,1945017,0,0,0,0,0,0,0
2,0,0,0,20,1,293371,294724,4163944,0,0,0,0,0,0,0
2,0,0,0,26,2,33039,33009,562684,0,0,0,0,0,0,0
5,0,0,0,20,3,140445,139589,2475089,0,0,0,0,0,0,0
9,4,0,0,43,3,0,190419,720605,0,0,0,0,0,0,0
2,0,0,0,8,1,0,154033,4370412,0,0,0,0,0,0,0
1,1,0,0,31,1,41243,41090,597197,0,0,0,0,0,0,0
3,0,0,0,10,2,0,182444,1003159,0,0,0,0,0,0,0
7,0,0,0,8,1,0,192862,1989629,0,0,0,0,0,0,0
5,0,0,0,10,2,0,10976,21212,0,0,0,0,0,0,0
13,0,0,0,29,2,95214,94742,350382,0,0,0,0,0,0,0
3,0,0,0,19,3,84641,84523,1092124,3,0,0,0,0,0,0
4,0,0,0,17,1,0,93301,1966595,0,0,0,0,0,0,0
13,0,0,0,11,2,0,123766,2044938,0,0,0,0,0,0,0
13,0,0,0,14,3,0,69547,955191,0,0,0,0,0,0,0
2,0,0,0,9,1,0,177437,2017215,0,0,0,0,0,0,0
5,0,0,0,14,2,0,50739,921906,0,0,0,0,0,0,0
13,0,0,0,18,2,0,104527,1999951,0,0,0,0,0,0,0
8,3,0,0,31,1,104887,104612,131376,0,0,0,0,0,0,0
13,0,0,0,13,1,0,106873,927956,0,0,0,0,0,0,0
10,2,0,0,42,2,0,111516,1536209,0,0,0,0,0,0,0
11,1,0,0,34,1,0,86381,244834,0,0,0,0,0,0,0
8,1,0,0,58,3,133336,134197,3263531,0,0,0,0,0,0,0
1,1,2,4,174,1,51252,51011,1813924,2,1,0,1,0,0,0
11,0,0,0,20,3,0,60545,1545857,1,0,0,1,0,0,0
10,1,0,0,41,3,0,101787,2673098,0,0,0,0,0,0,0
5,2,0,0,55,1,40918,41032,1182453,1,0,0,1,0,0,0
5,2,0,0,47,1,60681,61140,1068381,0,0,0,0,0,0,0
11,0,0,0,22,1,71045,71130,726032,0,0,0,0,0,0,0
5,0,0,1,378,1,0,91720,3058312,1,1,0,1,0,0,0
9,3,0,0,39,2,0,126379,1747865,0,0,0,0,0,0,0
1,0,0,0,25,1,12197,12208,56882,0,0,0,0,0,0,0
4,0,0,0,4,1,0,97874,2201070,0,0,0,0,0,0,0
6,3,0,0,49,1,0,45176,811758,0,0,0,0,0,0,0
2,0,0,0,3,2,0,74595,1783347,0,0,0,0,0,0,0
7,0,0,0,22,2,136547,135162,628071,0,0,0,0,0,0,0
12,0,0,0,14,2,0,98793,2434716,0,0,0,0,0,0,0
6,0,0,0,18,2,9307,9307,43480,0,0,0,0,0,0,0
9,0,0,0,13,1,0,41278,644740,1,0,0,1,0,0,0
6,0,0,0,14,1,0,89396,2450228,0,0,0,0,0,0,0
6,0,0,0,12,1,0,250414,2102630,0,0,0,0,0,0,0
6,4,0,0,36,1,0,99997,2840308,0,0,0,0,0,0,0
6,0,0,0,8,1,0,63150,790873,0,0,0,0,0,0,0
12,0,0,0,15,3,0,165254,1675429,0,0,0,0,0,0,0
9,0,0,0,8,1,0,63987,459898,1,0,0,0,0,0,0
10,2,0,0,49,3,0,125395,2449065,0,0,0,0,0,0,0
1,0,0,0,4,1,0,244166,4471010,0,0,0,0,0,0,0
10,0,0,0,20,2,224865,223764,3532534,0,0,0,0,0,0,0
2,0,0,0,10,1,0,112018,1156173,0,0,0,0,0,0,0
12,0,0,0,22,1,44365,44480,452684,0,0,0,0,0,0,0
11,1,0,0,41,2,0,58892,1562500,0,0,0,0,0,0,0
11,0,0,0,22,1,43281,43459,81967,0,0,0,0,0,0,0
11,0,0,0,19,1,0,31514,145181,0,0,0,0,0,0,0
12,1,0,0,41,2,0,74083,1612491,0,0,0,0,0,0,0
